Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Quam veritatis soluta dicta totam nemo;Tarefa a Ser Feita;2;2023-11-06 07:38:02;2024-07-05 07:38:02;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Maiores tempora tenetur minima nulla;Tarefa a Ser Feita;2;2023-11-19 07:23:00;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar laborum;Item de Compra;1;2023-09-17 22:38:31;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar et;Item de Compra;1;2025-01-25 09:06:19;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Magnam optio sequi repellendus;Tarefa a Ser Feita;2;2024-06-25 15:50:47;2024-09-27 15:50:47;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugit commodi dolore;Tarefa a Ser Feita;2;2025-04-09 02:07:34;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quidem suscipit odit facere;Tarefa a Ser Feita;2;2023-10-11 19:39:46;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar omnis;Item de Compra;1;2025-03-21 18:57:07;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consectetur nesciunt fugiat quos hic ullam atque ipsa fugiat;Tarefa a Ser Feita;2;2024-01-12 20:49:32;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Atque modi;Tarefa a Ser Feita;2;2025-05-31 00:55:17;2025-06-02 21:31:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quo;Item de Compra;1;2023-07-21 12:59:40;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eius excepturi;Tarefa a Ser Feita;2;2024-07-15 02:44:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iure recusandae mollitia;Tarefa a Ser Feita;2;2024-10-11 00:59:20;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Animi ratione ut aliquam iusto molestiae;Tarefa a Ser Feita;2;2025-02-24 05:38:13;2025-06-02 20:56:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reprehenderit veritatis explicabo eum;Tarefa a Ser Feita;2;2025-02-07 06:55:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar facilis;Item de Compra;1;2023-08-17 22:52:09;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dicta ex;Tarefa a Ser Feita;2;2025-05-18 16:34:00;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quam;Item de Compra;1;2024-09-11 06:05:56;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Odio enim ullam sint;Tarefa a Ser Feita;2;2024-11-16 10:45:30;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar odio;Item de Compra;1;2024-10-31 11:38:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar adipisci;Item de Compra;1;2025-04-05 11:18:24;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dignissimos commodi maiores distinctio;Tarefa a Ser Feita;2;2024-09-25 08:29:41;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsa placeat placeat nulla;Tarefa a Ser Feita;2;2024-10-17 20:49:46;2025-06-02 21:14:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar eaque;Item de Compra;1;2024-02-22 01:53:41;2024-10-16 01:53:41;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quo;Item de Compra;1;2024-12-08 20:11:51;2025-03-11 20:11:51;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dicta excepturi vel;Tarefa a Ser Feita;2;2023-09-20 02:08:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Excepturi veniam labore porro;Tarefa a Ser Feita;2;2024-08-15 16:52:32;2025-06-02 21:10:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Officiis saepe;Tarefa a Ser Feita;2;2024-12-09 00:08:51;2025-06-02 21:04:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nemo sunt impedit modi;Tarefa a Ser Feita;2;2024-08-30 15:51:23;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Earum sit quam quis pariatur dolor vel aut;Tarefa a Ser Feita;2;2023-07-20 01:57:09;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestias dolorum officia voluptatum eos dicta;Tarefa a Ser Feita;2;2023-12-03 08:10:18;2024-04-09 08:10:18;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar culpa;Item de Compra;1;2025-04-10 16:24:25;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Corporis sequi nulla doloremque unde laborum vero;Tarefa a Ser Feita;2;2024-04-24 07:00:18;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Expedita ea quaerat eaque inventore nemo;Tarefa a Ser Feita;2;2023-07-10 17:15:58;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolores eaque quae facere at;Tarefa a Ser Feita;2;2025-02-26 02:11:29;2025-06-02 21:15:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Impedit accusantium ipsam aspernatur porro placeat;Tarefa a Ser Feita;2;2024-04-22 21:04:37;2025-03-29 21:04:37;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar tempora;Item de Compra;1;2025-03-31 02:57:51;2025-04-01 02:57:51;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestias ab pariatur quia illo voluptatem facere magnam itaque;Tarefa a Ser Feita;2;2024-12-01 14:20:33;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quae;Item de Compra;1;2024-12-01 07:02:47;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quia eum ratione;Tarefa a Ser Feita;2;2024-04-08 04:15:25;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Animi;Tarefa a Ser Feita;2;2023-09-05 04:56:09;2024-02-27 04:56:09;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Placeat quae aliquid est;Tarefa a Ser Feita;2;2023-10-03 02:11:16;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Rem velit cumque dolorem voluptatibus;Tarefa a Ser Feita;2;2023-09-04 23:14:14;2023-11-21 23:14:14;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quam;Tarefa a Ser Feita;2;2024-08-10 16:30:42;2024-10-17 16:30:42;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Animi veritatis quidem perspiciatis quos;Tarefa a Ser Feita;2;2025-04-16 12:34:51;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consequatur dicta saepe laudantium;Tarefa a Ser Feita;2;2025-05-15 10:48:50;2025-06-02 21:00:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Veritatis minima pariatur consequuntur;Tarefa a Ser Feita;2;2024-07-25 18:18:17;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eos suscipit aliquam consectetur in ad;Tarefa a Ser Feita;2;2024-10-23 18:26:26;2025-06-02 20:48:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar exercitationem;Item de Compra;1;2024-07-18 08:03:45;2025-06-02 21:29:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptas alias iusto officia doloribus rem id;Tarefa a Ser Feita;2;2023-10-08 04:02:54;2024-09-08 04:02:54;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Suscipit unde;Tarefa a Ser Feita;2;2025-02-08 09:51:55;2025-06-02 21:46:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar optio;Item de Compra;1;2024-03-08 12:46:34;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptas omnis quasi facilis;Tarefa a Ser Feita;2;2024-06-18 19:44:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eveniet;Item de Compra;1;2024-09-23 19:38:56;2024-10-12 19:38:56;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar cum;Item de Compra;1;2024-07-27 23:27:08;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Vero optio distinctio;Tarefa a Ser Feita;2;2024-10-10 11:34:19;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Placeat repellat necessitatibus deleniti;Tarefa a Ser Feita;2;2025-01-09 06:51:08;2025-03-01 06:51:08;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nesciunt;Item de Compra;1;2023-07-17 13:30:42;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar non;Item de Compra;1;2023-08-12 23:08:40;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ab nesciunt excepturi;Tarefa a Ser Feita;2;2025-05-29 17:53:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Error sunt veritatis voluptas nesciunt;Tarefa a Ser Feita;2;2023-08-08 01:21:27;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar omnis;Item de Compra;1;2023-10-06 14:54:08;2024-06-07 14:54:08;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laboriosam possimus asperiores assumenda voluptate;Tarefa a Ser Feita;2;2023-06-22 13:23:32;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fugit repellendus repudiandae harum cupiditate tempora;Tarefa a Ser Feita;2;2023-06-22 22:18:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iste cumque;Tarefa a Ser Feita;2;2024-04-12 18:31:29;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel id odit impedit;Tarefa a Ser Feita;2;2023-11-22 15:00:11;2024-04-24 15:00:11;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar deleniti;Item de Compra;1;2024-02-01 17:24:20;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolor perferendis;Tarefa a Ser Feita;2;2024-12-17 10:50:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar magnam;Item de Compra;1;2025-04-01 12:46:16;2025-05-13 12:46:16;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ab suscipit;Tarefa a Ser Feita;2;2024-07-07 11:29:45;2024-07-29 11:29:45;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Suscipit eius;Tarefa a Ser Feita;2;2024-09-10 08:37:55;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Adipisci quam facilis;Tarefa a Ser Feita;2;2023-11-26 03:17:16;2023-12-22 03:17:16;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quia commodi labore voluptate consequuntur assumenda;Tarefa a Ser Feita;2;2024-07-14 01:37:25;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perspiciatis assumenda totam esse eum rem;Tarefa a Ser Feita;2;2023-08-05 20:20:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perferendis sequi;Tarefa a Ser Feita;2;2023-07-16 17:14:05;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Temporibus nemo aliquid;Tarefa a Ser Feita;2;2024-12-26 03:31:55;2025-03-18 03:31:55;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar maiores;Item de Compra;1;2024-04-05 14:16:13;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sapiente;Item de Compra;1;2025-03-30 23:17:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar aliquam;Item de Compra;1;2023-07-01 13:26:53;2024-06-20 13:26:53;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Hic inventore ab fugit doloribus esse quibusdam;Tarefa a Ser Feita;2;2024-06-16 17:47:29;2025-01-22 17:47:29;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reiciendis perspiciatis distinctio consequuntur delectus;Tarefa a Ser Feita;2;2025-03-24 11:34:56;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar autem;Item de Compra;1;2025-03-27 11:00:24;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar aut;Item de Compra;1;2023-10-05 00:58:28;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Natus ipsam sunt eos saepe eum saepe eius doloremque;Tarefa a Ser Feita;2;2024-09-04 01:24:21;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Libero aperiam consequatur non;Tarefa a Ser Feita;2;2023-09-27 13:27:37;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar veniam;Item de Compra;1;2023-07-13 04:31:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel deserunt reprehenderit assumenda recusandae dicta quas;Tarefa a Ser Feita;2;2023-10-15 15:37:11;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eveniet beatae suscipit itaque asperiores dignissimos;Tarefa a Ser Feita;2;2025-04-24 08:22:46;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptatibus;Item de Compra;1;2024-03-16 03:18:12;2025-02-01 03:18:12;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quidem;Item de Compra;1;2023-11-28 08:36:49;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quidem id optio earum vitae unde quis incidunt;Tarefa a Ser Feita;2;2024-02-14 08:09:05;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloribus provident ipsum cumque aspernatur;Tarefa a Ser Feita;2;2025-02-08 07:39:22;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laborum esse illo maxime inventore sunt;Tarefa a Ser Feita;2;2023-11-26 10:56:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laboriosam odit vitae voluptate vero corporis eaque labore;Tarefa a Ser Feita;2;2024-06-19 06:43:35;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores nostrum repellat at ipsum provident laudantium;Tarefa a Ser Feita;2;2024-12-31 13:12:50;2025-06-02 21:38:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quaerat;Item de Compra;1;2025-05-06 20:28:28;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sit;Item de Compra;1;2024-07-31 17:28:39;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quas pariatur;Tarefa a Ser Feita;2;2023-09-13 05:25:23;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Distinctio totam officia;Tarefa a Ser Feita;2;2024-08-08 08:12:38;2025-03-14 08:12:38;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quis;Item de Compra;1;2024-12-30 02:53:37;2025-06-02 21:42:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptatum corrupti iure illo cupiditate;Tarefa a Ser Feita;2;2025-03-25 13:08:18;2025-06-02 21:02:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aperiam quod sit dignissimos perspiciatis voluptate nobis;Tarefa a Ser Feita;2;2023-08-15 13:59:21;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quis qui molestias culpa ipsum ipsam inventore;Tarefa a Ser Feita;2;2023-07-07 01:56:19;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consectetur non ipsum;Tarefa a Ser Feita;2;2024-12-11 13:16:58;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsam natus corporis enim voluptate fugit consectetur illo;Tarefa a Ser Feita;2;2024-10-01 22:42:46;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar non;Item de Compra;1;2024-02-24 16:30:28;2024-11-11 16:30:28;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Incidunt eligendi blanditiis;Tarefa a Ser Feita;2;2023-08-02 10:07:37;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar laborum;Item de Compra;1;2024-05-10 11:37:18;2025-01-12 11:37:18;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar iste;Item de Compra;1;2024-10-26 15:33:36;2024-12-09 15:33:36;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reiciendis ex in aliquid error;Tarefa a Ser Feita;2;2023-06-05 00:50:07;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nostrum alias amet;Tarefa a Ser Feita;2;2024-05-24 00:51:39;2025-04-05 00:51:39;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar provident;Item de Compra;1;2024-04-25 15:01:59;2025-01-06 15:01:59;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores beatae;Tarefa a Ser Feita;2;2023-07-23 04:17:08;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar maxime;Item de Compra;1;2024-04-16 09:06:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Maxime cupiditate voluptatem aliquid;Tarefa a Ser Feita;2;2024-11-02 23:04:15;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Neque alias fugiat amet officiis odit;Tarefa a Ser Feita;2;2025-01-15 12:28:06;2025-03-18 12:28:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perspiciatis repellat sint;Tarefa a Ser Feita;2;2024-10-08 09:40:54;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Expedita praesentium nulla esse accusantium corrupti;Tarefa a Ser Feita;2;2023-09-16 00:45:32;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar natus;Item de Compra;1;2025-04-29 04:51:56;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Impedit omnis repellendus quod;Tarefa a Ser Feita;2;2023-08-26 12:56:42;2024-03-10 12:56:42;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quo nesciunt veritatis officiis;Tarefa a Ser Feita;2;2024-08-03 02:40:00;2025-06-02 21:30:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Libero facere fuga minus corrupti;Tarefa a Ser Feita;2;2023-07-27 18:10:13;2024-01-29 18:10:13;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar adipisci;Item de Compra;1;2023-11-23 07:50:10;2024-05-09 07:50:10;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aperiam sapiente voluptates ratione;Tarefa a Ser Feita;2;2023-07-06 22:23:58;2024-02-03 22:23:58;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar dignissimos;Item de Compra;1;2025-01-02 10:05:23;2025-03-10 10:05:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Atque voluptatibus quas animi natus ipsam corrupti natus;Tarefa a Ser Feita;2;2025-02-10 14:11:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Occaecati aut beatae facere iure;Tarefa a Ser Feita;2;2024-04-23 09:16:01;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar eos;Item de Compra;1;2025-05-31 11:08:56;2025-06-02 20:55:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolorum temporibus eaque sequi;Tarefa a Ser Feita;2;2023-12-29 02:15:37;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar explicabo;Item de Compra;1;2024-09-22 13:49:15;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar rem;Item de Compra;1;2025-01-14 20:54:18;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusantium rerum corrupti adipisci eligendi quisquam distinctio;Tarefa a Ser Feita;2;2023-12-07 10:06:05;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolore aperiam laboriosam fugit repellat;Tarefa a Ser Feita;2;2024-05-28 01:22:22;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quae totam ipsa deleniti porro;Tarefa a Ser Feita;2;2024-04-10 08:45:54;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar deserunt;Item de Compra;1;2025-05-09 19:46:08;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ad porro vero adipisci architecto quae explicabo;Tarefa a Ser Feita;2;2024-06-28 22:39:50;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Atque incidunt accusamus;Tarefa a Ser Feita;2;2025-02-15 23:34:28;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aliquam aliquid aut qui hic repellendus;Tarefa a Ser Feita;2;2024-11-06 22:52:20;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ducimus dolor quo;Tarefa a Ser Feita;2;2023-06-15 12:02:44;2024-03-04 12:02:44;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellendus ducimus vero;Tarefa a Ser Feita;2;2025-03-13 14:32:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consequuntur non quaerat nisi;Tarefa a Ser Feita;2;2023-09-23 03:50:35;2023-11-02 03:50:35;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar veritatis;Item de Compra;1;2024-11-01 20:29:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consequatur esse tenetur;Tarefa a Ser Feita;2;2023-06-26 19:57:13;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Optio incidunt quibusdam;Tarefa a Ser Feita;2;2023-12-10 06:20:33;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptas quaerat reiciendis;Tarefa a Ser Feita;2;2023-12-22 01:32:19;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar libero;Item de Compra;1;2024-01-08 17:13:01;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Magnam;Tarefa a Ser Feita;2;2024-05-28 08:33:15;2024-10-11 08:33:15;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar amet;Item de Compra;1;2024-02-05 03:13:42;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar deleniti;Item de Compra;1;2024-10-14 09:37:57;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar delectus;Item de Compra;1;2023-09-28 13:44:28;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar pariatur;Item de Compra;1;2024-02-23 23:36:12;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusantium quidem eius id id;Tarefa a Ser Feita;2;2024-12-29 20:26:09;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar unde;Item de Compra;1;2024-10-08 03:19:58;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar itaque;Item de Compra;1;2024-01-05 07:34:02;2024-10-19 07:34:02;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptatum debitis;Tarefa a Ser Feita;2;2024-02-06 18:54:16;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Occaecati laudantium nesciunt corporis;Tarefa a Ser Feita;2;2023-10-23 09:16:43;2023-10-31 09:16:43;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Asperiores necessitatibus a;Tarefa a Ser Feita;2;2024-02-24 10:32:18;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Tempore ad laudantium autem voluptas eos adipisci;Tarefa a Ser Feita;2;2025-04-22 16:30:25;2025-06-02 20:58:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar corporis;Item de Compra;1;2023-12-17 10:59:01;2024-05-28 10:59:01;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloremque rem soluta hic;Tarefa a Ser Feita;2;2024-01-29 23:40:15;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar at;Item de Compra;1;2024-10-13 17:02:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quaerat reprehenderit totam ex nulla deserunt ducimus perspiciatis unde;Tarefa a Ser Feita;2;2024-06-29 15:35:06;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
